id,t,weighted_ILI,unweighted_ILI,AGE_0_4,AGE_5_24,ILITOTAL,NUM_PROVIDERS,OT
77,2,1,1,1,1,1,1,1
77,3,1,1,1,1,1,1,1
77,4,1,1,1,1,1,1,1
77,5,1,1,1,1,1,1,1
77,6,1,1,1,1,1,1,1
77,7,1,1,1,1,1,1,1
77,8,0,0,1,0,0,1,1
77,9,0,0,1,0,0,1,1
77,10,0,0,1,0,0,1,1
78,1,1,1,1,1,1,1,1
78,2,1,1,1,1,1,1,1
78,3,0,0,1,0,0,1,1
78,4,0,0,1,0,0,1,1
78,5,0,0,1,0,0,1,1
78,6,0,0,1,0,0,1,1
78,7,0,0,1,0,0,1,1
78,8,0,0,1,0,0,1,1
78,9,0,0,1,0,0,1,1
78,10,0,0,1,0,0,0,1
79,1,0,0,1,0,0,1,1
79,2,0,0,1,0,0,1,1
79,3,0,0,1,0,0,1,1
79,4,0,0,1,0,0,1,1
79,5,0,0,1,0,0,0,1
79,6,0,0,0,0,0,0,0
79,7,0,0,0,0,0,0,0
79,8,0,0,0,0,0,0,0
79,9,0,0,0,0,0,0,0
79,10,0,0,0,0,0,0,0
80,1,0,0,0,0,0,0,0
80,2,0,0,0,0,0,0,0
80,3,0,0,0,0,0,0,0
80,4,0,0,0,0,0,0,0
80,5,0,0,0,0,0,0,0
80,6,0,0,0,0,0,0,0
80,7,0,0,0,0,0,0,0
80,8,0,0,0,0,0,0,0
80,9,0,0,0,0,0,0,0
80,10,0,0,0,0,0,0,0
81,1,0,0,0,0,0,0,0
81,2,0,0,0,0,0,0,0
81,3,0,0,0,0,0,0,0
81,4,0,0,0,0,0,0,0
81,5,0,0,0,0,0,0,0
81,6,0,0,0,0,0,0,0
81,7,0,0,0,0,0,0,0
81,8,0,0,0,0,0,0,0
81,9,0,0,0,0,0,0,0
81,10,0,0,0,0,0,0,0
82,1,0,0,0,0,0,0,0
82,2,0,0,0,0,0,0,0
82,3,0,0,0,0,0,0,0
82,4,0,0,0,0,0,0,0
82,5,0,0,0,0,0,0,0
82,6,0,0,0,0,0,0,0
82,7,0,0,0,0,0,0,1
82,8,0,0,0,0,0,0,0
82,9,0,0,1,0,0,1,1
82,10,0,0,1,1,1,1,1
83,1,0,0,0,0,0,0,0
83,2,0,0,0,0,0,0,1
83,3,0,0,0,0,0,0,0
83,4,0,0,1,0,0,1,1
83,5,0,0,1,1,1,1,1
83,6,0,0,1,1,1,1,1
83,7,0,0,1,1,1,1,1
83,8,1,1,1,1,1,1,1
83,9,1,1,1,1,1,1,1
83,10,1,1,1,1,1,1,1
84,1,0,0,1,1,1,1,1
84,2,0,0,1,1,1,1,1
84,3,1,1,1,1,1,1,1
84,4,1,1,1,1,1,1,1
84,5,1,1,1,1,1,1,1
84,6,1,1,1,1,1,1,0
84,7,1,1,1,1,1,1,1
84,8,1,1,1,1,1,1,1
84,9,1,1,1,1,1,1,1
84,10,1,1,1,1,1,1,0
85,1,1,1,1,1,1,1,0
85,2,1,1,1,1,1,1,1
85,3,1,1,1,1,1,1,1
85,4,1,1,1,1,1,1,1
85,5,1,1,1,1,1,1,0
85,6,1,1,1,1,1,1,0
85,7,1,1,1,1,1,1,1
85,8,1,1,1,1,1,1,1
85,9,1,1,1,1,1,1,1
85,10,1,1,1,1,1,1,1
86,1,1,1,1,1,1,1,0
86,2,1,1,1,1,1,1,1
86,3,1,1,1,1,1,1,1
86,4,1,1,1,1,1,1,1
86,5,1,1,1,1,1,1,1
86,6,1,1,1,1,1,1,1
86,7,1,1,1,1,1,1,1
86,8,1,1,1,1,1,1,1
86,9,1,1,1,1,1,1,1
86,10,1,1,1,1,1,1,1
87,1,1,1,1,1,1,1,1
87,2,1,1,1,1,1,1,1
87,3,1,1,1,1,1,1,1
87,4,1,1,1,1,1,1,1
87,5,1,1,1,1,1,1,1
87,6,1,1,1,1,1,1,1
87,7,1,1,1,1,1,1,1
87,8,1,1,1,1,1,1,1
87,9,1,1,1,1,1,1,1
87,10,1,1,1,1,1,1,1
88,1,1,1,1,1,1,1,1
88,2,1,1,1,1,1,1,1
88,3,1,1,1,1,1,1,1
88,4,1,1,1,1,1,1,1
88,5,1,1,1,1,1,1,1
88,6,1,0,1,1,1,1,1
88,7,0,0,1,0,0,1,1
88,8,0,0,1,0,0,1,1
88,9,0,0,0,0,0,1,1
88,10,0,0,0,0,0,1,1
89,1,1,0,1,1,1,1,1
89,2,0,0,1,0,0,1,1
89,3,0,0,1,0,0,1,1
89,4,0,0,0,0,0,1,1
89,5,0,0,0,0,0,1,1
89,6,0,0,0,0,0,1,1
89,7,0,0,0,0,0,0,0
89,8,0,0,0,0,0,0,0
89,9,0,0,0,0,0,0,0
89,10,0,0,0,0,0,0,0
90,1,0,0,0,0,0,1,1
90,2,0,0,0,0,0,0,0
90,3,0,0,0,0,0,0,0
90,4,0,0,0,0,0,0,0
90,5,0,0,0,0,0,0,0
90,6,0,0,0,0,0,0,0
90,7,0,0,0,0,0,0,0
90,8,0,0,0,0,0,0,0
90,9,0,0,0,0,0,0,0
90,10,0,0,0,0,0,0,0
91,1,0,0,0,0,0,0,0
91,2,0,0,0,0,0,0,0
91,3,0,0,0,0,0,0,0
91,4,0,0,0,0,0,0,0
91,5,0,0,0,0,0,0,0
91,6,0,0,0,0,0,0,0
91,7,0,0,0,0,0,0,0
91,8,0,0,0,0,0,0,0
91,9,0,0,0,0,0,0,0
91,10,0,0,0,0,0,0,0
92,1,0,0,0,0,0,0,0
92,2,0,0,0,0,0,0,0
92,3,0,0,0,0,0,0,0
92,4,0,0,0,0,0,0,0
92,5,0,0,0,0,0,0,0
92,6,0,0,0,0,0,0,0
92,7,0,0,0,0,0,0,0
92,8,0,0,0,0,0,0,0
92,9,0,0,0,0,0,0,0
92,10,0,0,0,0,0,0,0
93,1,0,0,0,0,0,0,0
93,2,0,0,0,0,0,0,0
93,3,0,0,0,0,0,0,0
93,4,0,0,0,0,0,0,0
93,5,0,0,0,0,0,0,0
93,6,0,0,1,1,1,1,1
93,7,0,0,1,1,1,1,1
93,8,0,0,1,1,1,1,1
93,9,0,0,1,1,1,1,1
93,10,1,1,1,1,1,1,1
94,1,0,0,1,1,1,1,1
94,2,0,0,1,1,1,1,1
94,3,0,0,1,1,1,1,1
94,4,0,0,1,1,1,1,1
94,5,1,1,1,1,1,1,1
94,6,1,1,1,1,1,1,1
94,7,1,1,1,1,1,1,1
94,8,1,1,1,1,1,1,1
94,9,0,1,1,1,1,1,1
94,10,1,1,1,1,1,1,1
95,1,1,1,1,1,1,1,1
95,2,1,1,1,1,1,1,1
95,3,1,1,1,1,1,1,1
95,4,0,1,1,1,1,1,1
95,5,1,1,1,1,1,1,1
95,6,1,1,1,1,1,1,1
95,7,1,1,1,1,1,1,1
95,8,1,1,1,0,1,1,0
95,9,1,1,1,1,1,1,1
95,10,1,1,1,1,1,1,1
96,1,1,1,1,1,1,1,1
96,2,1,1,1,1,1,1,1
96,3,1,1,1,0,1,1,0
96,4,1,1,1,1,1,1,1
96,5,1,1,1,1,1,1,1
96,6,1,1,1,1,1,1,1
96,7,1,1,1,1,1,1,1
96,8,1,1,1,1,1,1,1
96,9,1,1,1,1,1,1,1
96,10,1,1,1,1,1,1,1
97,1,1,1,1,1,1,1,1
97,2,1,1,1,1,1,1,1
97,3,1,1,1,1,1,1,1
97,4,1,1,1,1,1,1,1
97,5,1,1,1,1,1,1,1
97,6,1,1,1,1,1,1,1
97,7,1,1,1,1,1,1,1
97,8,1,1,1,1,1,1,1
97,9,1,1,1,1,1,1,1
97,10,1,1,1,1,1,1,1
98,1,1,1,1,1,1,1,1
98,2,1,1,1,1,1,1,1
98,3,1,1,1,1,1,1,1
98,4,1,1,1,1,1,1,1
98,5,1,1,1,1,1,1,1
98,6,1,1,1,1,1,1,1
98,7,1,1,1,1,1,1,1
98,8,1,1,1,1,1,1,1
98,9,1,1,1,1,1,1,1
98,10,0,0,1,1,1,1,1
99,1,1,1,1,1,1,1,1
99,2,1,1,1,1,1,1,1
99,3,1,1,1,1,1,1,1
99,4,1,1,1,1,1,1,1
99,5,0,0,1,1,1,1,1
99,6,1,0,0,1,0,1,1
99,7,0,0,0,1,0,1,1
99,8,0,0,0,0,0,1,1
99,9,0,0,0,0,0,0,0
99,10,0,0,0,0,0,0,0
100,1,1,0,0,1,0,1,1
100,2,0,0,0,1,0,1,1
100,3,0,0,0,0,0,1,1
100,4,0,0,0,0,0,0,0
100,5,0,0,0,0,0,0,0
100,6,0,0,0,0,0,0,0
100,7,0,0,0,0,0,0,0
100,8,0,0,0,0,0,0,0
100,9,0,0,0,0,0,0,0
100,10,0,0,0,0,0,0,0
101,1,0,0,0,0,0,0,0
101,2,0,0,0,0,0,0,0
101,3,0,0,0,0,0,0,0
101,4,0,0,0,0,0,0,0
101,5,0,0,0,0,0,0,0
101,6,0,0,0,0,0,0,0
101,7,0,0,0,0,0,0,0
101,8,0,0,0,0,0,0,0
101,9,0,0,0,0,0,0,0
101,10,0,0,0,0,0,0,0
102,1,0,0,0,0,0,0,0
102,2,0,0,0,0,0,0,0
102,3,0,0,0,0,0,0,0
102,4,0,0,0,0,0,0,0
102,5,0,0,0,0,0,0,0
102,6,0,0,0,0,0,0,0
102,7,0,0,0,0,0,0,0
102,8,0,0,0,0,0,0,0
102,9,0,0,0,0,0,0,0
102,10,0,0,0,0,0,0,1
103,1,0,0,0,0,0,0,0
103,2,0,0,0,0,0,0,0
103,3,0,0,0,0,0,0,0
103,4,0,0,0,0,0,0,0
103,5,0,0,0,0,0,0,1
103,6,0,0,0,0,0,0,1
103,7,0,0,0,0,0,0,1
103,8,0,0,1,1,1,1,1
103,9,0,0,1,1,1,1,1
103,10,0,0,1,1,1,1,1
104,1,0,0,0,0,0,0,1
104,2,0,0,0,0,0,0,1
104,3,0,0,1,1,1,1,1
104,4,0,0,1,1,1,1,1
104,5,0,0,1,1,1,1,1
104,6,1,0,1,1,1,1,1
104,7,1,1,1,1,1,1,1
104,8,1,1,1,1,1,1,1
104,9,1,1,1,1,1,1,1
104,10,1,1,1,1,1,1,1
105,1,1,0,1,1,1,1,1
105,2,1,1,1,1,1,1,1
105,3,1,1,1,1,1,1,1
105,4,1,1,1,1,1,1,1
105,5,1,1,1,1,1,1,1
105,6,1,1,1,1,1,1,1
105,7,1,1,1,1,1,1,1
105,8,1,1,1,1,1,1,1
105,9,1,1,1,1,1,1,1
105,10,1,1,1,1,1,1,0
106,1,1,1,1,1,1,1,1
106,2,1,1,1,1,1,1,1
106,3,1,1,1,1,1,1,1
106,4,1,1,1,1,1,1,1
106,5,1,1,1,1,1,1,0
106,6,1,1,1,1,1,1,1
106,7,1,1,1,1,1,1,1
106,8,1,1,1,1,1,1,1
106,9,1,1,1,1,1,1,1
106,10,1,1,1,1,1,1,1
107,1,1,1,1,1,1,1,1
107,2,1,1,1,1,1,1,1
107,3,1,1,1,1,1,1,1
107,4,1,1,1,1,1,1,1
107,5,1,1,1,1,1,1,1
107,6,1,1,1,1,1,1,1
107,7,1,1,1,1,1,1,1
107,8,1,1,1,1,1,1,1
107,9,1,1,1,1,1,1,1
107,10,1,1,1,1,1,1,1
108,1,1,1,1,1,1,1,1
108,2,1,1,1,1,1,1,1
108,3,1,1,1,1,1,1,1
108,4,1,1,1,1,1,1,1
108,5,1,1,1,1,1,1,1
108,6,1,1,1,1,1,1,1
108,7,1,1,1,1,1,1,1
108,8,1,1,1,1,1,1,1
108,9,1,1,1,1,1,1,1
108,10,1,1,1,1,1,1,1
109,1,1,1,1,1,1,1,1
109,2,1,1,1,1,1,1,1
109,3,1,1,1,1,1,1,1
109,4,1,1,1,1,1,1,1
109,5,1,1,1,1,1,1,1
109,6,0,0,1,1,1,1,1
109,7,0,0,1,1,0,1,1
109,8,0,0,0,0,0,1,1
109,9,0,0,0,0,0,1,1
109,10,0,0,0,0,0,1,1
110,1,0,0,1,1,1,1,1
110,2,0,0,1,1,0,1,1
110,3,0,0,0,0,0,1,1
110,4,0,0,0,0,0,1,1
110,5,0,0,0,0,0,1,1
110,6,0,0,0,0,0,0,0
110,7,0,0,0,0,0,0,0
110,8,0,0,0,0,0,0,0
110,9,0,0,0,0,0,0,0
110,10,0,0,0,0,0,0,0
111,1,0,0,0,0,0,0,0
111,2,0,0,0,0,0,0,0
111,3,0,0,0,0,0,0,0
111,4,0,0,0,0,0,0,0
111,5,0,0,0,0,0,0,0
111,6,0,0,0,0,0,0,0
111,7,0,0,0,0,0,0,0
111,8,0,0,0,0,0,0,0
111,9,0,0,0,0,0,0,0
111,10,0,0,0,0,0,0,0
112,1,0,0,0,0,0,0,0
112,2,0,0,0,0,0,0,0
112,3,0,0,0,0,0,0,0
112,4,0,0,0,0,0,0,0
112,5,0,0,0,0,0,0,0
112,6,0,0,0,0,0,0,0
112,7,0,0,0,0,0,0,0
112,8,0,0,0,0,0,0,0
112,9,0,0,0,0,0,0,0
112,10,0,0,0,0,0,0,0
113,1,0,0,0,0,0,0,0
113,2,0,0,0,0,0,0,0
113,3,0,0,0,0,0,0,0
113,4,0,0,0,0,0,0,0
113,5,0,0,0,0,0,0,0
113,6,0,0,0,0,0,0,0
113,7,0,0,0,0,0,0,0
113,8,0,0,0,0,0,0,0
113,9,0,0,0,0,0,0,1
113,10,0,0,1,1,1,1,1
114,1,0,0,0,0,0,0,0
114,2,0,0,0,0,0,0,0
114,3,0,0,0,0,0,0,0
114,4,0,0,0,0,0,0,1
114,5,0,0,1,1,1,1,1
114,6,0,0,1,1,1,1,1
114,7,0,0,1,1,1,1,1
114,8,0,1,1,1,1,1,1
114,9,1,1,1,1,1,1,1
114,10,1,1,1,1,1,1,1
115,1,0,0,1,1,1,1,1
115,2,0,0,1,1,1,1,1
115,3,0,1,1,1,1,1,1
115,4,1,1,1,1,1,1,1
115,5,1,1,1,1,1,1,1
115,6,1,1,1,1,1,1,1
115,7,1,1,1,1,1,1,1
115,8,1,1,1,1,1,1,1
115,9,1,1,1,1,1,1,1
115,10,1,1,1,1,1,1,1
116,1,1,1,1,1,1,1,1
116,2,1,1,1,1,1,1,1
116,3,1,1,1,1,1,1,1
116,4,1,1,1,1,1,1,1
116,5,1,1,1,1,1,1,1
116,6,1,1,1,1,1,1,1
116,7,1,1,1,1,1,1,0
116,8,1,1,1,1,1,1,1
116,9,1,1,1,1,1,1,1
116,10,1,1,1,1,1,1,1
117,1,1,1,1,1,1,1,1
117,2,1,1,1,1,1,1,0
117,3,1,1,1,1,1,1,1
117,4,1,1,1,1,1,1,1
117,5,1,1,1,1,1,1,1
117,6,1,1,1,1,1,1,1
117,7,1,1,1,1,1,1,1
117,8,1,1,1,1,1,1,1
117,9,1,1,1,1,1,1,1
117,10,1,1,1,1,1,1,1
118,1,1,1,1,1,1,1,1
118,2,1,1,1,1,1,1,1
118,3,1,1,1,1,1,1,1
118,4,1,1,1,1,1,1,1
118,5,1,1,1,1,1,1,1
118,6,1,1,1,1,1,1,1
118,7,1,1,1,1,1,1,1
118,8,1,1,1,1,1,1,1
118,9,1,1,1,1,1,1,1
118,10,1,1,1,1,1,1,1
119,1,1,1,1,1,1,1,1
119,2,1,1,1,1,1,1,1
119,3,1,1,1,1,1,1,1
119,4,1,1,1,1,1,1,1
119,5,1,1,1,1,1,1,1
119,6,1,1,1,1,1,1,1
119,7,1,1,1,1,1,1,1
119,8,1,1,1,1,1,1,1
119,9,1,1,1,1,1,1,1
119,10,0,0,0,1,1,1,1
120,1,1,1,1,1,1,1,1
120,2,1,1,1,1,1,1,1
120,3,1,1,1,1,1,1,1
120,4,1,1,1,1,1,1,1
120,5,0,0,0,1,1,1,1
120,6,0,0,1,1,1,1,1
120,7,0,0,0,0,1,1,1
120,8,0,0,1,0,0,1,1
120,9,0,0,0,0,0,1,1
120,10,0,0,0,0,0,0,1
121,1,0,0,1,1,1,1,1
121,2,0,0,0,0,1,1,1
121,3,0,0,1,0,0,1,1
121,4,0,0,0,0,0,1,1
121,5,0,0,0,0,0,0,1
121,6,0,0,0,0,0,0,1
121,7,0,0,0,0,0,0,0
121,8,0,0,0,0,0,0,0
121,9,0,0,0,0,0,0,0
121,10,0,0,0,0,0,0,0
122,1,0,0,0,0,0,0,1
122,2,0,0,0,0,0,0,0
122,3,0,0,0,0,0,0,0
122,4,0,0,0,0,0,0,0
122,5,0,0,0,0,0,0,0
122,6,0,0,0,0,0,0,0
122,7,0,0,0,0,0,0,0
122,8,0,0,0,0,0,0,0
122,9,0,0,0,0,0,0,0
122,10,0,0,0,0,0,0,0
123,1,0,0,0,0,0,0,0
123,2,0,0,0,0,0,0,0
123,3,0,0,0,0,0,0,0
123,4,0,0,0,0,0,0,0
123,5,0,0,0,0,0,0,0
123,6,0,0,0,0,0,0,1
123,7,0,0,0,0,0,0,1
123,8,0,0,0,0,0,0,0
123,9,0,0,0,1,0,0,1
123,10,0,0,0,1,0,0,1
124,1,0,0,0,0,0,0,1
124,2,0,0,0,0,0,0,1
124,3,0,0,0,0,0,0,0
124,4,0,0,0,1,0,0,1
124,5,0,0,0,1,0,0,1
124,6,0,0,0,1,0,0,1
124,7,0,0,1,1,1,1,1
124,8,0,0,1,1,1,1,1
124,9,0,1,1,1,1,1,1
124,10,1,1,1,1,1,1,1
125,1,0,0,0,1,0,0,1
125,2,0,0,1,1,1,1,1
125,3,0,0,1,1,1,1,1
125,4,0,1,1,1,1,1,1
125,5,1,1,1,1,1,1,1
125,6,1,1,1,1,1,1,1
125,7,1,1,1,1,1,1,1
125,8,1,1,1,1,1,1,1
125,9,1,1,1,1,1,1,1
125,10,1,1,1,1,1,1,1
126,1,1,1,1,1,1,1,1
126,2,1,1,1,1,1,1,1
126,3,1,1,1,1,1,1,1
126,4,1,1,1,1,1,1,1
126,5,1,1,1,1,1,1,1
126,6,1,1,1,1,1,1,1
126,7,1,1,1,1,1,1,1
126,8,1,1,1,1,1,1,1
126,9,1,1,1,1,1,1,1
126,10,1,1,1,1,1,1,1
127,1,1,1,1,1,1,1,1
127,2,1,1,1,1,1,1,1
127,3,1,1,1,1,1,1,1
127,4,1,1,1,1,1,1,1
127,5,1,1,1,1,1,1,1
127,6,1,1,1,1,1,1,1
127,7,1,1,1,1,1,1,1
127,8,1,1,1,1,1,1,1
127,9,1,1,1,1,1,1,1
127,10,1,1,1,1,1,1,1
128,1,1,1,1,1,1,1,1
128,2,1,1,1,1,1,1,1
128,3,1,1,1,1,1,1,1
128,4,1,1,1,1,1,1,1
128,5,1,1,1,1,1,1,1
128,6,1,1,1,1,1,1,1
128,7,1,1,1,1,1,1,1
128,8,1,1,1,1,1,1,1
128,9,1,1,1,1,1,1,1
128,10,1,1,1,1,1,1,1
129,1,1,1,1,1,1,1,1
129,2,1,1,1,1,1,1,1
129,3,1,1,1,1,1,1,1
129,4,1,1,1,1,1,1,1
129,5,1,1,1,1,1,1,1
129,6,1,1,1,1,1,1,1
129,7,1,1,1,1,1,1,1
129,8,1,1,1,1,1,1,1
129,9,1,1,1,1,1,1,1
129,10,1,1,1,1,1,1,1
130,1,1,1,1,1,1,1,1
130,2,1,1,1,1,1,1,1
130,3,1,1,1,1,1,1,1
130,4,1,1,1,1,1,1,1
130,5,1,1,1,1,1,1,1
130,6,1,1,1,1,1,1,1
130,7,1,1,1,1,1,1,1
130,8,1,1,1,1,1,1,1
130,9,0,0,1,1,1,1,1
130,10,0,0,1,1,0,1,1
131,1,1,1,1,1,1,1,1
131,2,1,1,1,1,1,1,1
131,3,1,1,1,1,1,1,1
131,4,0,0,1,1,1,1,1
131,5,0,0,1,1,0,1,1
131,6,0,0,1,0,0,1,0
131,7,0,0,0,0,0,1,0
131,8,0,0,0,0,0,0,0
131,9,0,0,0,0,0,0,0
131,10,0,0,0,0,0,0,0
132,1,0,0,1,0,0,1,0
132,2,0,0,0,0,0,1,0
132,3,0,0,0,0,0,0,0
132,4,0,0,0,0,0,0,0
132,5,0,0,0,0,0,0,0
132,6,0,0,0,0,0,0,0
132,7,0,0,0,0,0,0,0
132,8,0,0,0,0,0,0,0
132,9,0,0,0,0,0,0,0
132,10,0,0,0,0,0,0,0
133,1,0,0,0,0,0,0,0
133,2,0,0,0,0,0,0,0
133,3,0,0,0,0,0,0,0
133,4,0,0,0,0,0,0,0
133,5,0,0,0,0,0,0,0
133,6,0,0,0,0,0,0,0
133,7,0,0,0,0,0,0,0
133,8,0,0,0,0,0,0,0
133,9,0,0,0,0,0,0,1
133,10,0,0,0,0,0,0,1
134,1,0,0,0,0,0,0,0
134,2,0,0,0,0,0,0,0
134,3,0,0,0,0,0,0,0
134,4,0,0,0,0,0,0,1
134,5,0,0,0,0,0,0,1
134,6,0,0,0,0,0,0,0
134,7,0,0,0,0,0,0,1
134,8,0,0,0,0,0,0,1
134,9,0,0,0,0,0,0,1
134,10,0,0,1,1,1,1,1
135,1,0,0,0,0,0,0,0
135,2,0,0,0,0,0,0,1
135,3,0,0,0,0,0,0,1
135,4,0,0,0,0,0,0,1
135,5,0,0,1,1,1,1,1
135,6,0,0,1,1,1,1,1
135,7,0,1,1,1,1,1,1
135,8,1,1,1,1,1,1,1
135,9,1,1,1,1,1,1,1
135,10,1,1,1,1,1,1,1
136,1,0,0,1,1,1,1,1
136,2,0,1,1,1,1,1,1
136,3,1,1,1,1,1,1,1
136,4,1,1,1,1,1,1,1
136,5,1,1,1,1,1,1,1
136,6,1,1,1,1,1,1,1
136,7,1,1,1,1,1,1,1
136,8,1,1,1,1,1,1,1
136,9,1,1,1,1,1,1,1
136,10,1,1,1,1,1,1,1
137,1,1,1,1,1,1,1,1
137,2,1,1,1,1,1,1,1
137,3,1,1,1,1,1,1,1
137,4,1,1,1,1,1,1,1
137,5,1,1,1,1,1,1,1
137,6,1,1,1,1,1,1,0
137,7,1,1,1,1,1,1,1
137,8,1,1,1,1,1,1,1
137,9,1,1,1,1,1,1,1
137,10,1,1,1,1,1,1,1
138,1,1,1,1,1,1,1,0
138,2,1,1,1,1,1,1,1
138,3,1,1,1,1,1,1,1
138,4,1,1,1,1,1,1,1
138,5,1,1,1,1,1,1,1
138,6,1,1,1,1,1,1,1
138,7,1,1,1,1,1,1,1
138,8,1,1,1,1,1,1,1
138,9,1,1,1,1,1,1,1
138,10,1,1,1,1,1,1,1
139,1,1,1,1,1,1,1,1
139,2,1,1,1,1,1,1,1
139,3,1,1,1,1,1,1,1
139,4,1,1,1,1,1,1,1
139,5,1,1,1,1,1,1,1
139,6,1,1,1,1,1,1,1
139,7,1,1,1,1,1,1,1
139,8,1,1,1,1,1,1,1
139,9,1,1,1,1,1,1,1
139,10,1,1,1,1,1,1,1
140,1,1,1,1,1,1,1,1
140,2,1,1,1,1,1,1,1
140,3,1,1,1,1,1,1,1
140,4,1,1,1,1,1,1,1
140,5,1,1,1,1,1,1,1
140,6,1,1,1,1,1,1,1
140,7,1,1,1,1,1,1,1
140,8,1,1,1,1,1,1,1
140,9,1,1,1,1,1,1,1
140,10,1,1,1,1,1,1,1
141,1,1,1,1,1,1,1,1
141,2,1,1,1,1,1,1,1
141,3,1,1,1,1,1,1,1
141,4,1,1,1,1,1,1,1
141,5,1,1,1,1,1,1,1
141,6,1,1,1,1,1,1,1
141,7,0,1,1,1,1,1,1
141,8,0,1,1,0,0,0,1
141,9,0,0,0,0,0,0,0
141,10,0,0,0,0,0,0,1
142,1,1,1,1,1,1,1,1
142,2,0,1,1,1,1,1,1
142,3,0,1,1,0,0,0,1
142,4,0,0,0,0,0,0,0
142,5,0,0,0,0,0,0,1
142,6,0,0,0,0,0,0,0
142,7,0,0,0,0,0,0,0
142,8,0,0,0,0,0,0,0
142,9,0,0,0,0,0,0,0
142,10,0,0,0,0,0,0,0
143,1,0,0,0,0,0,0,0
143,2,0,0,0,0,0,0,0
143,3,0,0,0,0,0,0,0
143,4,0,0,0,0,0,0,0
143,5,0,0,0,0,0,0,0
143,6,0,0,0,0,0,0,0
143,7,0,0,0,0,0,0,0
143,8,0,0,0,0,0,0,0
143,9,0,0,0,0,0,0,0
143,10,0,0,0,0,0,0,0
144,1,0,0,0,0,0,0,0
144,2,0,0,0,0,0,0,0
144,3,0,0,0,0,0,0,0
144,4,0,0,0,0,0,0,0
144,5,0,0,0,0,0,0,0
144,6,0,0,0,0,0,0,1
144,7,0,0,0,0,0,0,0
144,8,0,0,0,0,0,0,0
144,9,0,0,0,0,0,0,1
144,10,0,0,0,1,0,0,1
145,1,0,0,0,0,0,0,1
145,2,0,0,0,0,0,0,0
145,3,0,0,0,0,0,0,0
145,4,0,0,0,0,0,0,1
145,5,0,0,0,1,0,0,1
145,6,0,0,0,1,0,0,1
145,7,0,0,1,1,1,1,1
145,8,0,0,1,1,1,1,1
145,9,0,0,1,1,1,1,1
145,10,0,1,1,1,1,1,1
146,1,0,0,0,1,0,0,1
146,2,0,0,1,1,1,1,1
146,3,0,0,1,1,1,1,1
146,4,0,0,1,1,1,1,1
146,5,0,1,1,1,1,1,1
146,6,1,1,1,1,1,1,1
146,7,1,1,1,1,1,1,1
146,8,1,1,1,1,1,1,1
146,9,1,1,1,1,1,1,1
146,10,1,1,1,1,1,1,1
147,1,1,1,1,1,1,1,1
147,2,1,1,1,1,1,1,1
147,3,1,1,1,1,1,1,1
147,4,1,1,1,1,1,1,1
147,5,1,1,1,1,1,1,1
147,6,1,1,1,1,1,1,1
147,7,1,1,1,1,1,1,1
147,8,1,1,1,1,1,1,1
147,9,1,1,1,1,1,1,1
147,10,1,1,1,1,1,1,1
148,1,1,1,1,1,1,1,1
148,2,1,1,1,1,1,1,1
148,3,1,1,1,1,1,1,1
148,4,1,1,1,1,1,1,1
148,5,1,1,1,1,1,1,1
148,6,1,1,1,1,1,1,1
148,7,1,1,1,1,1,1,1
148,8,1,1,1,1,1,1,1
148,9,1,1,1,1,1,1,1
148,10,1,1,1,1,1,1,1
149,1,1,1,1,1,1,1,1
149,2,1,1,1,1,1,1,1
149,3,1,1,1,1,1,1,1
149,4,1,1,1,1,1,1,1
149,5,1,1,1,1,1,1,1
149,6,1,1,1,1,1,1,1
149,7,1,1,1,1,1,1,1
149,8,1,1,1,1,1,1,1
149,9,1,1,1,1,1,1,1
149,10,1,1,1,1,1,1,1
150,1,1,1,1,1,1,1,1
150,2,1,1,1,1,1,1,1
150,3,1,1,1,1,1,1,1
150,4,1,1,1,1,1,1,1
150,5,1,1,1,1,1,1,1
150,6,1,1,1,1,1,1,1
150,7,1,1,1,1,1,1,1
150,8,1,1,1,1,1,1,1
150,9,1,1,1,1,1,1,1
150,10,1,1,1,1,1,1,1
151,1,1,1,1,1,1,1,1
151,2,1,1,1,1,1,1,1
151,3,1,1,1,1,1,1,1
151,4,1,1,1,1,1,1,1
151,5,1,1,1,1,1,1,1
151,6,1,1,1,1,1,1,1
151,7,1,1,1,1,1,1,1
151,8,0,0,1,1,1,1,1
151,9,0,0,1,1,1,1,1
151,10,0,0,0,0,0,1,1
152,1,1,1,1,1,1,1,1
152,2,1,1,1,1,1,1,1
152,3,0,0,1,1,1,1,1
152,4,0,0,1,1,1,1,1
152,5,0,0,0,0,0,1,1
152,6,0,0,0,0,0,1,0
152,7,0,0,0,0,0,0,1
152,8,0,0,0,0,0,0,1
152,9,0,0,0,0,0,0,1
152,10,0,0,0,0,0,0,0
153,1,0,0,0,0,0,1,0
153,2,0,0,0,0,0,0,1
153,3,0,0,0,0,0,0,1
153,4,0,0,0,0,0,0,1
153,5,0,0,0,0,0,0,0
153,6,0,0,0,0,0,0,0
153,7,0,0,0,0,0,0,0
153,8,0,0,0,0,0,0,0
153,9,0,0,0,0,0,0,0
153,10,0,0,0,0,0,0,0
154,1,0,0,0,0,0,0,0
154,2,0,0,0,0,0,0,0
154,3,0,0,0,0,0,0,0
154,4,0,0,0,0,0,0,0
154,5,0,0,0,0,0,0,0
